descrizione
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, non è consentito la pec scritta a penna
CONDIZIONI GENERALI DEL SERVIZIO, Presenza del modulo, Presenza del modulo, manca la VERSIONE delle CONDIZIONI GENERALI DEL CONTRATTO
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, la firma deve essere leggibile
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Presenza del timbro, TIMBRO SOVRAPPOSTO A FIRMA
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, firma non leggibile discordante da documento allegato 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, firma non legibile  discordante da documenti allegato 
risulta caricato sempre lo stesso contratto. prima di caricare il contratto corretto è necessario eliminare tutti i contratti precedentemente caricati.
per le persone di origine straniera i documenti validi per poter procedere sono la carta d'identità ed il passaporto, come da disposizione aziendale
ALLINEARE LA RAGIONE SOCIALE SU SFA COME DA VISURA
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, LA FIRMA DEVE ESSERE LEGGIBILE
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , ALLINEARE LA RAGIONE SOCIALE COME DA VISURA
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, LA FIRMA DEVE ESSERE LEGGIBILE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Presenza del timbro, non chiaro
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, firma illegibile
SCHEDA CLIENTE, SEDE LEGALE, Via, La Sede Legale da CERVED risulta- INTERPORTO CAMPANO - LOTTO D, 327/328 CAP 80035 NOLA (NA)
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, La Sede Legale da CERVED risulta- INTERPORTO CAMPANO - LOTTO D, 327/328 CAP 80035 NOLA (NA)
MANCANZA del Documento d'identità e codice fiscale
MANCANO DOCUMEMTI IDENTITA' DEL RAPPRESENTANTE LEGALE, NON E' POSSIBILE COMPLETARE LE VERIFICHE ANAGRAFICHE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, LA FIRMA DEVE ESSERE LEGGIBILE O COERENTE COL DOCUMENTO DI IDENTITA' DEL LEGALE RAPPRESENTANTE CHE PERO' NON E' PRESENTE.
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, PRIVACI NON FIRMATA DAL LEGALE RAPPRESENTANTE, SE GIACOMO CAPADUCA E' RESPONSABILE DELLA PRIVACY INSERIRE QUALIFICA E DOCUMENTI IDENTITA'-SULLA VISURA CAMERALE NON E' MENZIONATO
INFORMATIVA PRIVACY, Informativa Privacy Persone fisiche o assimilate, liberi professionisti e Amministratori di condominio (4 scelte), spunta scelte 
INFORMATIVA PRIVACY, Informativa Privacy Persone fisiche o assimilate, liberi professionisti e Amministratori di condominio (4 scelte), luogo e data
INFORMATIVA PRIVACY, Informativa Privacy Persone fisiche o assimilate, liberi professionisti e Amministratori di condominio (4 scelte), nome e cognome
INFORMATIVA PRIVACY, Informativa Privacy Persone fisiche o assimilate, liberi professionisti e Amministratori di condominio (4 scelte), codice fiscale
INFORMATIVA PRIVACY, Informativa Privacy Persone fisiche o assimilate, liberi professionisti e Amministratori di condominio (4 scelte), firma del richiedente, firma non leggibile
IL TELEFONO CELLULARE E' INDISPENSABILE NELLA SCHEDA CLIENTE, RIFERIMENTI DEL CLIENTE SYSTEM ADMINISTRATOR, INDICARE IL CELLULARE 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Presenza del timbro, TIMBRO PRIVO DI P.IVA
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, discordante dalla  firma  posta su  accetta proposta contrattuale---non avendo documento non possibile confronto
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, discordante dalla  firma  posta su  PRIVACY---non avendo documento non possibile confronto
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, discordante dalla  firma  posta su  PRIVACY---non avendo documento non possibile confronto
manca DOCUMENTO IDENTITA' +  C.F.
SCHEDA CLIENTE, SEDE LEGALE, Via, discordante con visura
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, discordante con visura
SCHEDA CLIENTE, SEDE LEGALE, CAP, discordante con visura
SCHEDA CLIENTE, SEDE LEGALE, Località, discordante con visura
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Destinatario, MANCANO I DATI DEL DESTINATARIO
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Luogo e data, MANCA DATA E LUOGO
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, MANCA LA FIRMA
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , MANCANO LE SPUNTE
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data, DATA E LUOGO MANCANTI
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, MANCANO NOME E COGNOME
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, LA FIRMA DEVE ESSERE AUTOGRAFA
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, LA FIRMA DEVE ESSERE AUTOGRAFA
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, LA FIRMA DEVE ESSERE AUTOGRAFA
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, LA FIRMA DEVE ESSERE PER ESTESA E LEGGIBILE ED ANCHE IL TIMBRO LEGGIBILE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, LA FIRMA DEVE ESSERE PER ESTESA E LEGGIBILE
C.F. E CI illeggibile
DA VISURA CAMERALE ATTIVITA' RISULTA CESSATA E LUIGI CARLINI NON RIENTRA TRA GLI UFFICIALI SIGNIFICATIVI
INVIARE CARTA IDENTITA' LEGGIBILE E RETRO CODICE FISCALE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Presenza del modulo, Presenza del modulo, PAG 2 di 38 non verificabile con versione accettazione proposta contrattuale. Edizione febbraio 2022 non leggibile interamente. RINVIARE COPIA PAG 2 leggibile
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, cliente residente in italia,ALLEGATO NON VALIDO X I RESIDENTI IN ITALIA
SCHEDA CLIENTE, SEDE LEGALE, Via, LA SEDE LEGALE NON E' CONGRUENTE CON QUELLA RIPORTATA SUL CERVED . SI PREGA DI VERIFICARE.
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, LA FIRMA IN QUESTA PARTE DEVE ESSERE LEGGIBILE COME RICHIESTO DA CONTRATTO PER LA CONFORMITA'
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , non è stata scelta nessuna opzione ( NO/SI)
manca foto copia documento identità e codice fiscale del legale rappresentante 
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , incompleta
mancano i seguenti documenti c.identità c. fiscale
la firma non è leggibile inoltre non sovrapporre il timbbro alla firma
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, NON E' COERENTE CON LA VISURA CAMERALE, ALLINEARE SU CONTRATTO E SFA
ALLEGATO AMMINISTRATIVO MANCA CODICE DESTINATARIO LA PEC E' OBBLIGATORIA
ACCETTAZIONE PROPOSTA CONTRATTUALE LA SECONDA FIRMA DEVE ESSERE CHIARA E LEGGIBILE COME RICHIESTO DA CONTRATTO E NON COPERTA DAL TIMBRO
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, firma incompleta 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, firma incompleta
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, firma incompleta
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Presenza del modulo, Presenza del modulo
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Destinatario
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Prodotto
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Numero di protocollo
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Versione in vigore
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, allegare , oltre alla compilazione del foglio, anche i documenti del titolare
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , mancano le spunte delle scelte privacy
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, FIRMA  DIFFERENTE DAL DOCUMENTO ALLEGATO
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, FIRMA DIFFERENTE DAL DOCUMENTO ALLEGATO
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, LA FRIMA DEVE ESSERE COERENTE CON IL DOCUMENTO D'IDENTITA'
INFORMATIVA PRIVACY, Presenza del modulo, Presenza del modulo
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo PEC (obbligatorio se non fornito Codice Destinatario), inserito indirizzo mail nel riquadro PEC apporre correzioni 
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, inserito indirizzo mail nel riquadro PEC apporre correzioni 
Sui documenti forniti del rappresentante legale non è reperibile il codice fiscale.
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, Sul documento di identità è diversa
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, Sul documento di identità è con calligrafia diversa, pur tenendo conto della leggibilità richiesta in questo punto del codumento
SCHEDA CLIENTE, DATI ANAGRAFICI, Nome, Occorre indicare il doppio nome
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, E' diversa da quella presente sul documento di identità
Occorre allegare tessera sanitaria in corso di validità per verificare il codice fiscale
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, FIRMA, COGNOME NON LEGGIBILE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, FIRMA, COGNOME NON LEGGIBILE
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, FIRMA, COGNOME NON LEGGIBILE
"ALLEGATO AMMINISTRATIVO, Legge 13 agosto 2010 , Flag SI/NO, TRATTASI DI P.A. SOGGETTO ALLA LEGGE,DUNQUE SI; ALLEGARE DOCUMENTO SULLA TRACCAIBILITA' DEI FLUSSI"
documenti mancante
SCHEDA CLIENTE, SEDE LEGALE, Via, la sede legale non coincide con CRM  e Cerved (visura camerale) 
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data, DATA ERRATA 17/03/2023 VEDI MESE ACCETTAZIONE 17/02/2023
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, La firma deve essere leggibile e per esteso è obbligatorio.
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, La firma deve essere leggibile e per esteso è obbligatorio.
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , NON CORRISPONDE CON VISURA CAMERALE, ALLINEARE SU SFA E CONTRATTO
SCHEDA CLIENTE, SEDE LEGALE, Via, COMPILARE DATI
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, COMPILARE DATI
SCHEDA CLIENTE, SEDE LEGALE, CAP, COMPILARE DATI
SCHEDA CLIENTE, SEDE LEGALE, Località, COMPILARE DATI
SCHEDA CLIENTE, SEDE LEGALE, Provincia, COMPILARE DATI
SCHEDA CLIENTE, SEDE LEGALE, Nazione, COMPILARE DATI
ALLEGATO AMMINISTRATIVO, Presenza del modulo, Presenza del modulo, IL MODULO E' ERRATO ( NON RESIDENTE IN ITALIA)
natura giuridica errata su sfa
la firma del cliente deve essere leggibile 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Luogo e data, la data non è coerente, correggere in modo che sia chiara
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, La firma deve essere in modo leggibile , per esteso e visibile più possibile. 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, La firma deve essere in modo leggibile , per esteso e visibile più possibile. 
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, Il numero civico del contratto non e' congruente con CERVED , Si prega di verificare
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, La firma deve essere in modo leggibile , per esteso e visibile più possibile. 
CARTA IDENTITA NON LEGGIBILE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, LA FIRMA DEVE ESSERE PER ESTESA E LEGGIBILE
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), nome e cognome, NOME E COGNOME ILLEGGIBILI
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, LA FIRMA DEVE ESSERE PER ESTESA E LEGGIBILE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, FIRMA RIPASSATA SOPRA ILLEGGIBILE
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), luogo e data, LUOGO DIVERSO  NON COERENTE CON  SEDE LEGALE 
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, FIRMA ILLEGGIBILE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Numero di protocollo, n. protocollo mancante
POLICY DEL CREDITO, Presenza del modulo, Presenza del modulo, ragione sociale non coerente con cerved
IL DOCUMENTO D'IDENTITà NON è LEGGIBILE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, DA NUOVE DISPOSIZIONI LA FIRMA DEVE ESSERE LEGGIBILE  PER ESTESO
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, DA NUOVE DISPOSIZIONI LA FIRMA DEVE ESSERE LEGGIBILE  PER ESTESO. IL TIMBRO NON DEVE SOVRAPPORSI ALLA FIRMA.
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, DA NUOVE DISPOSIZIONI LA FIRMA DEVE ESSERE LEGGIBILE  PER ESTESO. 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, come da disposizioni la firma deve essere chiara e leggibile
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, come da disposizioni la firma deve essere chiara e leggibile
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, FIRMA ILLEGGIBILE
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, FIRMA ILLEGGIBILE
ALLEGARE CODICE FISCALE FRONTE/RETRO ED IN CORSO DI VALIDITA'
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, DA NUOVE DISPOSIZIONI LA FIRMA DEVE ESSERE LEGGIBILE PER ESTESO
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, DA NUOVE DISPOSIZIONI LA FIRMA DEVE ESSERE LEGGIBILE PER ESTESO
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, DA NUOVE DISPOSIZIONI LA FIRMA DEVE ESSERE LEGGIBILE PER ESTESO
Le copie della carta di identità e della tessera sanitaria sono illeggibili
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Presenza del timbro, LA P. IVA risulta illeggibile. Occorre riportarla manualmente sull' accettazione.
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, Non verificabile sul documento di identità
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, Non verificabile sul documento di identità e nemmeno in forma leggibile.
SCHEDA CLIENTE, SEDE LEGALE, Via, Conformare a Cerved
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, Conformare a Cerved
SCHEDA CLIENTE, SEDE OPERATIVA , Via, Conformare a Cerved
SCHEDA CLIENTE, SEDE OPERATIVA , Numero Civico, Conformare a Cerved
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, Non verificabile sul documento di identità
Su SFA non è certificata la SEDE LEGALE
SCHEDA CLIENTE, SEDE LEGALE, Via, sede legale non certificata sulla scheda cliente
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, sede legale non certificata sulla scheda cliente
SCHEDA CLIENTE, SEDE LEGALE, CAP, sede legale non certificata sulla scheda cliente
SCHEDA CLIENTE, SEDE LEGALE, Nazione, sede legale non certificata sulla scheda cliente
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, e-mail, Manca o scelta e-mail, pec o indirizzo fisico
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, pec, Manca o scelta e-mail, pec o indirizzo fisico
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, indirizzo fisico, Manca o scelta e-mail, pec o indirizzo fisico
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, firma illeggibile contratto non conforme
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, firma illeggibile contratto non conforme
SCHEDA CLIENTE, SEDE LEGALE, Via, modulo vuoto
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, modulo vuoto
SCHEDA CLIENTE, SEDE LEGALE, CAP, modulo vuoto
SCHEDA CLIENTE, SEDE LEGALE, Località, modulo vuoto
SCHEDA CLIENTE, SEDE LEGALE, Provincia, modulo vuoto
SCHEDA CLIENTE, SEDE LEGALE, Nazione, modulo vuoto
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, Modalità CLIENTE RICHIEDE FATTURA UNICA, modulo per residenti estero
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, firma illeggibile- edizione contratto non si legge
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, firma non leggibile come da accordi deve essere chiara e leggibile
mancano carta d'identità e codice fiscale del legale rappresentante
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, LA FIRMA DEL LEGALE RAPPRESENTANTE DEVE ESSERE AUTOGRAFA (SCRITTA A MANO) 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, LA FIRMA DEL LEGALE RAPPRESENTANTE DEVE ESSERE AUTOGRAFA (SCRITTA A MANO) 
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, LA FIRMA DEL LEGALE RAPPRESENTANTE DEVE ESSERE AUTOGRAFA (SCRITTA A MANO) 
SCHEDA CLIENTE, DATI ANAGRAFICI, Ragione sociale , La Ragione Sociale non è allineata con Agenzia delle Entrate e Visura Cerved.  da correggere ed allineare CRM con 
LE FOTOCOPIE DELLA CARTA D'IDENTITA' DEL LEGALE RAPPRESENTANTE RISULTANO ILLEGGIBILI. 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Presenza del timbro, il timbro non deve sovrapporsi alla firma poichè entrambi devono risultare leggibili
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, la firma del rappresentante legale risulta illeggibile in quanto il timbro è sovrapposto alla stessa
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, LA FIRMA NON E' LEGGIBILE . Se possibile posizionarla al di fuori del timbro per poter visualizzarla meglio.
SCHEDA CLIENTE, DATI ANAGRAFICI, Nome, il nome riportato sulla scheda cliente non  è la solita della accettazione della proposta . il cliente firmatario e rioportato deve  essere una sola .
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, la firma non e' leggibile e per esteso . Se possibile posizionarla fuori dal timbro .
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, la firma non e' leggibile e per esteso . Se possibile posizionarla fuori dal timbro .
"INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, la firma non è leggibile . 
Se possibile farla fuori dal timbro"
le firme  di accettazione proposta e privacy   devono essere leggibili
PER LA CONFORMITA' DEL CONTRATTO LE FIRME DEVONO ESSERE CHIARE E LEGGIBILI COME RICHIESTO NELLA PROPOSTA CONTRATTUALE IL TIMBRO NON DEVE COPRIRE LA FIRMA
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE : è stata scelta la modalità cliente passivo residente all' estero. Correggere in SFA con cliente passivo residente in Italia. Allegare la correzione al contratto ed inviare a COO il nuovo PDF
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, La firma non deve essere apposta sopra o sotto il timbro, perchè così poco chiara e, deve essere leggibile
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, La firma non deve essere apposta sopra o sotto il timbro, perchè così poco chiara e, deve essere leggibile
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, LA FIRMA DEVE ESSERE LEGGIBILE E PER ESTESO, DA NUOVE DISPOSIZIONI
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, LA FIRMA DEVE ESSERE LEGGIBILE E PER ESTESO, DA NUOVE DISPOSIZIONI. IL TIMBRO NON DEVE SOVRAPPORSI ALLA FIRMA.
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, LA FIRMA DEVE ESSERE LEGGIBILE E PER ESTESO, DA NUOVE DISPOSIZIONI
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma.La firma del Cliente non deve essere coperta dal timbro. Il timbro deve essere messo sotto la firma per  poter effettuare i controlli
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma. La firma del Cliente non deve essere coperta dal timbro. Il timbro deve essere messo sotto la firma per per poter effettuare i controlli
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), La firma del Cliente non deve essere coperta dal timbro. Il timbro deve essere messo sotto la firma per poter effettuare i controlli
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), Spunta scelte , Mancano spunte
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Presenza del timbro, Il timbro deve contenere anche i dati fiscali.E' possibile indicarli in stampatello
In scheda cliente non è stata compilata la parte relativa al responsabile operativo
"SCHEDA CLIENTE, SEDE OPERATIVA, l'indirizzo della sede operativa non è presente tra gli indirizzi secondari nell'elenco di Cerved, inoltre non compare come ""indirizzo operativo"" su CRM"
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Conoscenza e Accettazione Condizioni Generali di Contratto del Servizio, Firma, FIRMA ILLEGGIBILE 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Luogo e data, LUOGO DISCORDANTE DALLA SEDE LEGALE  CHE SAREBBE NAPOLI
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Approvazione specifica Articoli, Firma, FIRMA ILLEGGIBILE COME DA NUOVE DISPOSIZIONI  LA FIRMA DEVE ESSERE X ESTESO CHIARA E LEGGIBILE COME RIPORTA LA SCHEDA ACCETTAZIONI PROPOSTA CONTRATTUALE
INFORMATIVA PRIVACY, Informativa Privacy soggetti giuridici (2 scelte), firma del richiedente, FIRMA ILLEGGIBILE INFORMATIVA PRIVACY VA FIRMATA X ESTESO CHIARA E LEGGIBILE
MANCANO: RETRO CARTA D'IDENTITA' E FRONTE TESSERINO SANITARIO
ALLEGATO AMMINISTRATIVO ERRATO. PERSISTE L'IDENTICO ERRORE. IL CLIENTE è RESIDENTE IN ITALIA CON PARTITA IVA. L'ALLEGATO IN QUESTIONE è PER I RESIDENTI ALL'ESTERO. CORREGGERE CON ALLEGATO ESATTO.
SCHEDA CLIENTE, SEDE LEGALE, Via, MANCA VIA 
SCHEDA CLIENTE, SEDE LEGALE, Numero Civico, MANCA N CIVICO
SCHEDA CLIENTE, SEDE LEGALE, Località, MANCA LOCALITA
SCHEDA CLIENTE, SEDE LEGALE, Provincia, MANCA PROVINCIA
SCHEDA CLIENTE, SEDE LEGALE, Nazione, MANCA NAZIONE
ALLEGATO AMMINISTRATIVO, MODALITA' DI EMISSIONE E TRASMISSIONE DELLE FATTURE, TIPOLOGIA DI CLIENTE, IL MODULO E' ERRATO IL CLIENTE E'  RESIDENTE IN ITALIA
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Presenza del timbro, IL TIMBRO NON DEVE SOVRAPPORSI ALLA FIRMA 
ACCETTAZIONE DELLA PROPOSTA CONTRATTUALE, Altro, Numero di protocollo, NON E' CHIARAMENTE LEGGIBILE
SCHEDA CLIENTE, SEDE LEGALE, Via, IL PARAGRAFO SEDE LEGALE NON RISULTA COMPILATO
